Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Harry Kane,10,eng ENG,FW,29-093,90,0,0,0,0,3,1,1,0,36,0,0,0,0.5,0.5,0.0,4,0,18,26,69.2,7,24,4,7,2,361ca564,dcb3b971,21a66f6a,4ba7cbea,2,361ca564,3,18,26,69.2,341,78,6,7,85.7,7,10,70.0,3,4,75.0,0,0.0,0.1,1,1,3,0,7,26,26,0,0,0,0,1,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36,0,1,10,27,4,36,7,2,28.6,3,42.9,24,157,73,4,2,0,2,3,33,9,1,0,0,0,2,0,1,0,0,0,0,0,3,2,1,66.7,Forward,1.0
Pierre Hojbjerg,5,dk DEN,CM,27-085,90,0,1,0,0,4,0,0,0,97,2,0,1,0.2,0.2,0.1,8,1,81,90,90.0,18,50,1,0,0,361ca564,dcb3b971,8b04d6c1,4ba7cbea,2,361ca564,3,81,90,90.0,1415,430,39,42,92.9,31,33,93.9,9,11,81.8,1,0.1,0.2,2,7,4,0,18,90,85,5,2,1,1,2,1,0,0,0,0,81,0,1,2,0,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,97,0,9,47,41,2,97,0,0,,0,,50,268,135,1,5,0,1,1,73,5,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,,Midfielders,1.0
Yves Bissouma,38,ml MLI,CM,26-060,57,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.0,2,1,36,40,90.0,4,24,1,1,0,361ca564,dcb3b971,6c203af0,4ba7cbea,2,361ca564,3,36,40,90.0,496,116,21,21,100.0,15,16,93.8,0,1,0.0,0,0.0,0.0,0,3,0,0,4,40,39,0,0,0,0,1,0,0,0,0,0,36,1,0,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,43,0,4,27,12,1,43,1,0,0.0,1,100.0,24,183,44,1,0,0,1,1,31,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0.0,Midfielders,1.0
Rodrigo Bentancur,30,uy URU,CM,25-126,33,1,0,0,0,2,1,0,0,41,0,0,1,0.3,0.3,0.0,3,1,30,35,85.7,3,28,5,2,2,361ca564,dcb3b971,3b8674e6,4ba7cbea,2,361ca564,3,30,35,85.7,512,131,12,14,85.7,11,11,100.0,4,6,66.7,0,0.0,0.0,1,3,0,0,3,35,34,1,0,0,0,2,0,1,0,0,0,30,0,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,41,0,5,23,14,2,41,2,2,100.0,0,0.0,28,235,142,5,0,0,1,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,1,50.0,Midfielders,1.0
Oliver Skipp,4,eng ENG,CM,22-043,45,0,0,0,0,1,1,0,0,28,0,0,1,0.1,0.1,0.0,0,0,17,26,65.4,5,15,2,0,0,361ca564,dcb3b971,6250083a,4ba7cbea,2,361ca564,3,17,26,65.4,265,65,7,10,70.0,10,12,83.3,0,0,,0,0.0,0.0,0,0,2,0,5,26,26,0,0,1,0,5,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,28,0,1,3,24,2,28,0,0,,0,,15,83,35,2,2,0,0,0,22,7,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,,Midfielders,1.0
Lucas Moura,27,br BRA,"AM,WB",30-077,45,0,0,0,0,1,0,0,0,34,1,1,0,0.1,0.1,0.0,5,0,20,27,74.1,4,20,2,1,0,361ca564,dcb3b971,2b622f01,4ba7cbea,2,361ca564,3,20,27,74.1,286,74,12,15,80.0,8,10,80.0,0,1,0.0,0,0.0,0.1,1,1,1,1,4,27,26,1,0,0,0,5,1,0,0,0,0,20,0,1,1,1,0,0,1,0,0,,0,0,0,0,1,2,1,0,34,0,2,8,24,2,34,1,0,0.0,1,100.0,20,121,50,2,1,1,1,2,28,6,0,0,0,0,1,0,5,1,1,0,0,0,1,0,1,0.0,Midfielders,1.0
Ryan Sessegnon,19,eng ENG,WB,22-164,83,1,0,0,0,1,1,1,0,49,3,0,2,0.1,0.1,0.1,3,1,33,44,75.0,6,35,5,2,1,361ca564,dcb3b971,6aa3e78b,4ba7cbea,2,361ca564,3,33,44,75.0,437,131,23,24,95.8,8,12,66.7,1,2,50.0,0,0.1,0.1,1,7,2,1,6,44,43,1,0,0,0,6,1,0,0,0,0,33,0,3,3,1,1,2,0,1,1,100.0,0,2,0,2,0,3,0,0,49,1,5,23,21,2,49,2,1,50.0,0,0.0,35,190,131,5,2,1,0,1,38,11,1,0,0,2,1,1,6,0,1,0,0,0,3,0,0,,Defenders,1.0
Bryan Gil,11,es ESP,AM,21-260,7,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,5,0,0,0,361ca564,dcb3b971,7b5ab7f2,4ba7cbea,2,361ca564,3,7,7,100.0,100,1,2,2,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,7,6,1,1,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,9,0,2,0,7,1,9,0,0,,0,,5,51,14,0,1,0,1,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Midfielders,1.0
Emerson,12,br BRA,WB,23-288,62,0,0,0,0,1,0,0,0,64,1,1,0,0.0,0.0,0.1,2,0,45,55,81.8,5,38,0,2,1,361ca564,dcb3b971,df8b52a5,4ba7cbea,2,361ca564,3,45,55,81.8,690,176,19,24,79.2,23,26,88.5,1,1,100.0,0,0.1,0.1,1,1,1,0,5,55,46,8,1,0,0,4,7,0,0,0,0,45,1,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0,64,3,9,18,37,4,64,2,1,50.0,0,0.0,38,149,73,0,2,0,0,1,41,18,0,0,0,0,2,0,4,1,0,0,0,0,4,0,2,0.0,Defenders,1.0
Ivan Perisic,14,hr CRO,WB,33-269,28,0,1,0,0,1,0,0,0,23,0,1,0,0.0,0.0,0.3,2,1,12,20,60.0,1,7,1,0,0,361ca564,dcb3b971,6fe90922,4ba7cbea,2,361ca564,3,12,20,60.0,242,83,4,6,66.7,5,6,83.3,3,7,42.9,1,0.3,0.2,2,1,1,1,1,20,13,7,0,0,0,7,2,5,5,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,23,0,3,3,17,3,23,0,0,,0,,7,32,13,1,0,0,0,0,10,3,0,0,0,0,0,0,7,1,0,0,0,0,3,0,0,,Defenders,1.0
Ben Davies,33,wls WAL,CB,29-188,90,1,0,0,0,3,1,0,0,81,0,0,4,0.3,0.3,0.0,2,0,61,69,88.4,6,61,4,0,0,361ca564,dcb3b971,44781702,4ba7cbea,2,361ca564,3,61,69,88.4,1003,253,32,32,100.0,26,28,92.9,3,6,50.0,0,0.0,0.0,0,7,0,0,6,69,68,1,0,0,1,1,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,,0,4,0,4,0,0,2,0,81,3,16,47,18,1,81,0,0,,0,,61,429,325,4,5,0,2,1,68,5,0,0,0,1,0,0,1,0,0,0,0,0,1,2,4,33.3,Defenders,1.0
Clement Lenglet,34,fr FRA,CB,27-134,90,0,0,0,0,3,0,0,0,113,3,2,1,0.2,0.2,0.0,1,0,92,101,91.1,6,78,3,0,0,361ca564,dcb3b971,4f28a6ff,4ba7cbea,2,361ca564,3,92,101,91.1,1703,633,23,23,100.0,68,74,91.9,0,2,0.0,0,0.0,0.0,1,7,0,0,6,101,101,0,0,0,0,0,0,0,0,0,0,92,0,0,3,2,2,1,0,1,1,100.0,0,1,0,1,2,5,2,0,113,8,40,66,8,2,113,0,0,,0,,78,434,264,3,1,0,0,0,87,0,0,0,0,0,0,0,0,2,2,0,0,0,10,4,1,80.0,Defenders,1.0
Davinson Sanchez,6,co COL,CB,26-139,56,0,0,0,0,0,0,0,0,70,0,1,0,0.0,0.0,0.0,1,0,60,62,96.8,10,53,2,0,0,361ca564,dcb3b971,da7b447d,4ba7cbea,2,361ca564,3,60,62,96.8,1044,253,23,24,95.8,35,35,100.0,2,3,66.7,0,0.0,0.0,0,9,0,0,10,62,62,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,70,4,21,43,6,0,70,0,0,,0,,53,273,178,2,0,0,0,0,56,1,0,0,0,0,0,1,0,1,0,0,0,0,4,2,1,66.7,Defenders,1.0
Eric Dier,15,eng ENG,CB,28-287,34,0,0,0,0,0,0,0,0,45,3,0,0,0.0,0.0,0.1,2,0,38,41,92.7,5,31,1,0,0,361ca564,dcb3b971,ac861941,4ba7cbea,2,361ca564,3,38,41,92.7,634,170,17,18,94.4,17,18,94.4,2,3,66.7,0,0.1,0.1,1,7,1,0,5,41,40,1,1,0,1,2,0,0,0,0,0,38,0,0,3,1,3,0,0,1,1,100.0,0,0,0,0,0,3,2,0,45,4,16,23,7,0,45,0,0,,0,,31,148,100,1,1,0,0,0,34,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,,Defenders,1.0
Aleksandar Mitrovic,9,rs SRB,FW,28-043,90,0,0,0,0,10,1,1,0,48,0,0,0,0.5,0.5,0.1,4,0,21,30,70.0,4,25,2,1,0,fd962109,9c4402e1,3925dbd6,fd962109,0,d3fd31cc,0,21,30,70.0,335,99,14,19,73.7,4,5,80.0,3,4,75.0,0,0.1,0.1,2,2,1,0,4,30,30,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,48,0,1,18,29,14,48,1,0,0.0,1,100.0,25,96,42,2,0,1,4,4,45,5,1,0,0,4,1,0,0,0,0,0,0,0,2,5,3,62.5,Forward,0.5
Willian,20,br BRA,LW,34-081,90,0,0,0,0,4,3,0,0,61,0,0,0,0.8,0.8,0.1,8,0,43,50,86.0,9,34,15,2,1,fd962109,9c4402e1,8b9ebd03,fd962109,0,d3fd31cc,0,43,50,86.0,708,226,27,28,96.4,10,11,90.9,5,8,62.5,0,0.1,0.1,4,3,2,0,9,50,43,7,0,0,1,4,2,5,3,0,0,43,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,61,0,2,19,41,8,61,2,1,50.0,0,0.0,34,334,252,15,7,4,5,1,45,2,0,0,0,0,1,0,4,0,0,0,0,0,7,0,0,,Forward,0.5
Neeskens Kebano,7,cd COD,RW,30-233,66,0,0,0,0,0,0,0,0,21,0,1,0,0.0,0.0,0.1,1,0,11,16,68.8,2,15,4,3,2,fd962109,9c4402e1,18b999f4,fd962109,0,d3fd31cc,0,11,16,68.8,126,21,8,9,88.9,2,3,66.7,1,2,50.0,0,0.1,0.1,1,0,0,0,2,16,16,0,0,0,0,3,0,0,0,0,0,11,0,2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,21,1,2,7,14,4,21,3,2,66.7,1,33.3,15,117,75,4,2,2,2,1,17,6,0,0,0,0,1,0,3,1,0,0,0,0,4,0,3,0.0,Forward,0.5
Harry Wilson,8,wls WAL,RW,25-221,24,0,0,0,0,1,0,0,0,13,0,0,1,0.0,0.0,0.1,1,0,7,11,63.6,0,7,0,0,0,fd962109,9c4402e1,c6dc9ecd,fd962109,0,d3fd31cc,0,7,11,63.6,86,7,4,4,100.0,3,5,60.0,0,2,0.0,0,0.1,0.0,1,0,0,0,0,11,10,1,0,0,0,3,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,13,0,2,2,9,1,13,0,0,,0,,7,49,18,0,0,0,0,1,11,2,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,100.0,Forward,0.5
Andreas Pereira,18,br BRA,AM,26-301,75,0,0,0,0,1,0,0,0,46,0,0,0,0.0,0.0,0.5,12,0,25,40,62.5,1,21,1,3,0,fd962109,9c4402e1,6639e500,fd962109,0,d3fd31cc,0,25,40,62.5,408,149,11,12,91.7,10,19,52.6,2,5,40.0,0,0.5,0.4,7,2,3,2,1,40,29,11,4,0,0,10,0,7,2,4,0,25,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,46,0,1,17,28,1,46,3,0,0.0,2,66.7,21,95,52,1,1,0,0,1,31,3,0,0,0,1,2,0,10,0,0,0,0,0,1,1,0,100.0,Midfielders,0.5
Tom Cairney,10,sct SCO,AM,31-282,15,0,0,0,0,1,0,0,0,14,0,0,0,0.1,0.1,0.1,3,0,10,13,76.9,1,7,2,1,1,fd962109,9c4402e1,a8748947,fd962109,0,d3fd31cc,0,10,13,76.9,102,27,8,8,100.0,1,4,25.0,0,0,,0,0.1,0.0,1,1,0,0,1,13,12,1,0,0,0,2,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,0,4,10,3,14,1,1,100.0,0,0.0,7,31,19,2,0,2,0,0,11,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,Midfielders,0.5
Joao Palhinha,26,pt POR,DM,27-112,90,0,0,0,0,0,0,0,0,40,4,0,3,0.0,0.0,0.0,0,0,22,29,75.9,1,8,0,0,0,fd962109,9c4402e1,a78ff07f,fd962109,0,d3fd31cc,0,22,29,75.9,377,69,10,10,100.0,8,12,66.7,2,5,40.0,0,0.0,0.0,0,2,0,0,1,29,29,0,0,0,0,0,0,0,0,0,0,22,0,0,4,3,1,2,1,2,3,66.7,1,3,1,2,0,4,2,0,40,3,12,21,8,0,40,0,0,,0,,8,32,8,0,0,0,4,0,19,0,0,0,0,0,1,0,0,0,3,0,0,0,10,2,1,66.7,Midfielders,0.5
Harrison Reed,6,eng ENG,DM,27-275,90,0,0,0,0,4,1,0,0,47,1,0,2,0.2,0.2,0.2,6,0,31,37,83.8,4,16,0,0,0,fd962109,9c4402e1,803ae100,fd962109,0,d3fd31cc,0,31,37,83.8,398,99,17,19,89.5,10,13,76.9,1,1,100.0,0,0.2,0.1,2,2,2,0,4,37,35,2,1,0,0,0,0,0,0,0,0,31,0,0,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,2,0,47,2,7,21,19,0,47,0,0,,0,,16,58,18,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Midfielders,0.5
Antonee Robinson,33,us USA,LB,25-082,90,0,0,0,0,0,0,0,0,70,1,0,2,0.0,0.0,0.0,5,0,54,67,80.6,1,36,7,2,1,fd962109,9c4402e1,289601e6,fd962109,0,d3fd31cc,0,54,67,80.6,860,282,23,26,88.5,24,27,88.9,5,10,50.0,0,0.0,0.1,0,2,4,3,1,67,54,13,1,0,0,5,12,0,0,0,0,54,0,2,1,1,1,0,0,0,0,,0,2,1,1,0,1,0,0,70,3,17,32,23,3,70,2,1,50.0,0,0.0,36,350,226,7,6,2,2,1,47,8,0,0,0,1,1,0,5,0,1,0,0,0,7,2,0,100.0,Defenders,0.5
Tim Ream,13,us USA,CB,35-024,90,0,0,0,0,1,0,0,0,86,1,0,0,0.0,0.0,0.0,2,0,69,82,84.1,4,38,0,0,0,fd962109,9c4402e1,28b40c9c,fd962109,0,d3fd31cc,0,69,82,84.1,1460,520,18,20,90.0,38,43,88.4,12,16,75.0,0,0.0,0.0,0,4,0,0,4,82,80,2,1,0,1,1,1,0,0,0,0,69,0,0,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,86,6,48,33,5,2,86,0,0,,0,,38,266,206,0,0,0,0,0,58,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,62.5,Defenders,0.5
Issa Diop,31,fr FRA,CB,25-293,90,0,0,0,0,0,0,0,0,65,2,1,1,0.0,0.0,0.0,1,0,53,58,91.4,3,37,1,0,0,fd962109,9c4402e1,a712ca2b,fd962109,0,d3fd31cc,0,53,58,91.4,1326,492,15,17,88.2,26,29,89.7,12,12,100.0,0,0.0,0.0,0,8,0,0,3,58,54,4,4,0,2,0,0,0,0,0,0,53,0,0,2,1,0,1,1,0,0,,0,1,0,1,1,3,1,0,65,3,36,27,2,0,65,0,0,,0,,37,296,237,1,0,0,0,0,44,1,0,0,0,0,1,0,0,1,1,0,0,0,6,3,0,100.0,Defenders,0.5
Bobby De Cordova-Reid,14,jm JAM,RB,29-269,75,0,0,0,0,2,1,1,0,48,2,1,2,0.3,0.3,0.0,2,0,25,34,73.5,2,18,3,2,0,fd962109,9c4402e1,0f7533cd,fd962109,0,d3fd31cc,0,25,34,73.5,463,196,12,14,85.7,8,10,80.0,4,5,80.0,0,0.0,0.0,1,0,2,1,2,34,27,7,0,0,1,4,7,0,0,0,0,25,0,4,2,0,1,1,0,1,2,50.0,1,2,0,2,1,3,1,0,48,4,11,13,25,3,48,2,0,0.0,1,50.0,18,110,66,3,1,0,0,1,22,3,1,0,0,3,0,0,4,1,0,0,0,0,5,1,2,33.3,Defenders,0.5
Kenny Tete,2,nl NED,RB,27-020,15,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.1,1,0,8,10,80.0,0,3,0,0,0,fd962109,9c4402e1,77d7c96f,fd962109,0,d3fd31cc,0,8,10,80.0,118,36,5,5,100.0,3,4,75.0,0,0,,0,0.1,0.0,1,0,1,1,0,10,9,1,0,0,0,2,1,0,0,0,0,8,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,11,0,2,7,2,0,11,0,0,,0,,3,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,Defenders,0.5
Dominic Calvert-Lewin,9,eng ENG,FW,25-227,90,0,0,0,0,1,0,0,0,29,0,0,0,0.5,0.5,0.0,0,0,11,20,55.0,1,9,1,1,1,d3fd31cc,9c4402e1,59e6e5bf,fd962109,0,d3fd31cc,0,11,20,55.0,150,22,7,13,53.8,2,3,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,1,20,20,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,29,4,4,15,11,3,29,1,1,100.0,0,0.0,9,48,13,1,1,1,1,0,17,1,0,0,0,1,0,3,0,0,0,0,0,0,5,4,10,28.6,Forward,0.5
Demarai Gray,11,jm JAM,LW,26-123,75,0,0,0,0,2,2,0,0,37,2,0,1,0.1,0.1,0.7,6,0,17,25,68.0,1,19,6,0,0,d3fd31cc,9c4402e1,4468ec10,fd962109,0,d3fd31cc,0,17,25,68.0,333,105,7,9,77.8,6,8,75.0,3,6,50.0,0,0.7,0.6,3,0,1,1,1,25,21,4,1,0,1,7,0,3,1,2,0,17,0,1,2,1,1,1,0,1,2,50.0,1,1,0,1,0,2,3,0,37,3,5,13,20,3,37,0,0,,0,,19,174,104,6,2,2,1,2,17,5,0,0,0,0,1,1,7,0,1,0,0,0,8,0,1,0.0,Forward,0.5
Dwight McNeil,7,eng ENG,LW,22-341,15,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0,d3fd31cc,9c4402e1,fc15fb84,fd962109,0,d3fd31cc,0,3,4,75.0,37,3,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,4,3,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,6,1,2,2,2,0,6,0,0,,0,,3,17,5,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,0.5
Anthony Gordon,10,eng ENG,RW,21-247,85,0,0,0,0,2,0,0,0,32,1,0,2,0.1,0.1,0.0,1,0,11,19,57.9,0,16,2,1,0,d3fd31cc,9c4402e1,2bd83368,fd962109,0,d3fd31cc,0,11,19,57.9,210,39,5,8,62.5,5,6,83.3,1,2,50.0,0,0.0,0.0,0,0,1,1,0,19,18,1,0,0,0,2,0,0,0,0,0,11,0,2,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,2,0,32,2,8,12,13,5,32,1,0,0.0,1,100.0,16,130,72,2,1,1,5,1,20,5,0,0,0,0,1,0,2,0,1,0,0,0,6,2,1,66.7,Forward,0.5
Neal Maupay,20,fr FRA,RW,26-076,5,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,d3fd31cc,9c4402e1,4bcf39f6,fd962109,0,d3fd31cc,0,1,1,100.0,12,14,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,0,,2,17,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Forward,0.5
Alex Iwobi,17,ng NGA,AM,26-179,90,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.0,4,0,29,40,72.5,5,25,2,1,1,d3fd31cc,9c4402e1,6ca5ec4b,fd962109,0,d3fd31cc,0,29,40,72.5,588,130,12,12,100.0,14,19,73.7,3,4,75.0,0,0.0,0.0,1,3,1,0,5,40,34,3,1,0,0,1,1,1,0,0,0,29,3,2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,43,0,7,25,12,0,43,1,1,100.0,0,0.0,25,122,63,2,0,0,0,3,31,6,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0.0,Midfielders,0.5
Amadou Onana,8,be BEL,DM,21-074,90,0,0,0,0,1,0,1,0,51,3,0,0,0.1,0.1,0.0,1,0,35,39,89.7,6,23,2,3,2,d3fd31cc,9c4402e1,828657ff,fd962109,0,d3fd31cc,0,35,39,89.7,686,240,13,15,86.7,18,20,90.0,4,4,100.0,0,0.0,0.0,0,4,1,0,6,39,39,0,0,0,1,0,0,0,0,0,0,35,0,0,3,1,1,2,0,2,2,100.0,0,0,0,0,0,3,2,0,51,4,15,33,5,1,51,3,2,66.7,1,33.3,23,125,60,2,2,0,1,1,36,0,1,0,0,4,1,0,0,0,1,0,0,0,5,0,2,0.0,Midfielders,0.5
Idrissa Gana Gueye,27,sn SEN,DM,33-033,64,0,0,0,0,0,0,0,0,33,2,1,2,0.0,0.0,0.0,1,0,27,28,96.4,3,23,0,3,1,d3fd31cc,9c4402e1,72c812f3,fd962109,0,d3fd31cc,0,27,28,96.4,435,109,13,13,100.0,12,12,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,3,28,24,4,4,0,0,0,0,0,0,0,0,27,0,1,2,2,2,0,0,0,0,,0,2,1,1,1,3,0,0,33,0,14,19,1,0,33,3,1,33.3,1,33.3,23,105,41,0,0,0,0,0,19,0,0,0,0,0,4,0,0,1,2,0,0,0,7,0,1,0.0,Midfielders,0.5
James Garner,37,eng ENG,DM,21-230,26,0,0,0,0,0,0,0,0,11,3,2,0,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,0,0,d3fd31cc,9c4402e1,4e015693,fd962109,0,d3fd31cc,0,4,6,66.7,99,9,0,1,0.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,1,2,0,1,1,100.0,0,0,0,0,2,5,0,0,11,2,4,6,1,0,11,0,0,,0,,3,7,3,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,,Midfielders,0.5
Vitaliy Mykolenko,19,ua UKR,LB,23-153,90,0,0,0,0,0,0,0,0,58,2,2,3,0.0,0.0,0.0,1,0,28,41,68.3,1,12,2,1,1,d3fd31cc,9c4402e1,30d4a2e5,fd962109,0,d3fd31cc,0,28,41,68.3,506,110,13,15,86.7,12,15,80.0,2,5,40.0,0,0.0,0.0,1,2,1,1,1,41,29,11,1,0,0,5,10,0,0,0,0,28,1,2,2,1,2,0,0,0,0,,0,3,1,2,2,4,9,0,58,7,24,24,10,1,58,1,1,100.0,0,0.0,12,50,28,2,1,1,0,0,25,2,0,0,0,0,2,0,5,2,1,0,0,0,1,2,2,50.0,Defenders,0.5
James Tarkowski,2,eng ENG,CB,29-344,90,0,0,0,0,1,1,0,0,71,1,1,5,0.1,0.1,0.1,1,0,50,57,87.7,3,37,0,0,0,d3fd31cc,9c4402e1,15ea812b,fd962109,0,d3fd31cc,0,50,57,87.7,1021,324,12,12,100.0,33,34,97.1,5,10,50.0,0,0.1,0.0,1,3,0,0,3,57,55,1,1,0,0,0,0,0,0,0,0,50,1,0,1,1,1,0,0,0,1,0.0,1,5,5,0,1,2,4,0,71,10,41,28,2,2,71,0,0,,0,,37,192,116,0,0,0,0,0,52,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,0,100.0,Defenders,0.5
Conor Coady,30,eng ENG,CB,29-246,90,0,0,0,0,2,1,0,0,65,0,0,0,0.1,0.1,0.0,0,0,48,53,90.6,0,32,0,0,0,d3fd31cc,9c4402e1,2928dca2,fd962109,0,d3fd31cc,0,48,53,90.6,1093,276,10,10,100.0,31,34,91.2,7,9,77.8,0,0.0,0.0,0,3,0,0,0,53,52,1,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,65,13,44,19,2,2,65,0,0,,0,,32,180,120,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,50.0,Defenders,0.5
