Player,Shirt Number,Nation,Position,Age,Minutes,Goals,Assists_x,Penalty Kicks Made,Penalty Kicks Attempted,Shots Total,Shots on Target,Yellow Cards_x,Red Cards_x,Touches_x,Tackles_x,Interceptions_x,Blocks_x,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals_x,Shot-Creating Actions,Goal-Creating Actions,Passes Completed_x,Passes Attempted_x,Pass Completion %_x,Progressive Passes_x,Carries_x,Progressive Carries_x,Take-Ons Attempted_x,Successful Take-Ons_x,team tag,match tag,player tag,id_team_A,score_team_A,id_team_B,score_team_B,Passes Completed_y,Passes Attempted_y,Pass Completion %_y,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists_y,xAG: Exp. Assisted Goals_y,xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes_y,Passes Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses_x,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Completed,Passes Offside,Passes Blocked_x,Tackles_y,Tackles Won_x,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks_y,Shots Blocked,Passes Blocked_y,Interceptions_y,Tkl+Int,Clearances,Errors,Touches_y,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted_y,Successful Take-Ons_y,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries_y,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries_y,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Yellow Cards_y,Red Cards_y,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses_y,Interceptions,Tackles Won_y,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Simple_Position,Point_won
Flynn Downes,12,eng ENG,AM,23-349,11,0,0,0,0,0,0,0,0,11,2,1,0,0.0,0.0,0.0,0,0,3,5,60.0,0,4,0,0,0,7c21e445,068406dc,69fdb896,5bfb9659,2,7c21e445,2,3,5,60.0,26,5,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0,0,,0,0,0,0,1,3,1,0,11,2,4,6,1,0,11,0,0,,0,,4,15,0,0,1,1,1,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,100.0,Midfielders,0.5
Jarrod Bowen,20,eng ENG,RW,26-015,90,0,0,0,0,0,0,0,0,32,1,0,4,0.0,0.0,0.1,3,1,10,17,58.8,0,22,2,6,1,7c21e445,068406dc,79c84d1c,5bfb9659,2,7c21e445,2,10,17,58.8,124,25,5,6,83.3,2,4,50.0,1,2,50.0,0,0.1,0.0,2,0,1,1,0,17,17,0,0,0,0,4,0,0,0,0,0,10,0,0,1,0,0,1,0,0,2,0.0,2,4,0,4,0,1,2,0,32,0,6,9,17,2,32,6,1,16.7,4,66.7,22,113,23,2,0,1,2,5,19,7,0,0,0,1,4,0,4,0,0,1,0,0,4,1,1,50.0,Forward,0.5
Tomas Soucek,28,cz CZE,"LM,DM",27-311,90,0,0,0,0,0,0,0,0,38,3,1,2,0.0,0.0,0.0,4,0,15,27,55.6,1,15,0,1,0,7c21e445,068406dc,6613c819,5bfb9659,2,7c21e445,2,15,27,55.6,149,105,13,18,72.2,2,8,25.0,0,0,,0,0.0,0.0,0,0,0,0,1,27,27,0,0,0,0,0,0,0,0,0,0,15,0,1,3,0,3,0,0,0,0,,0,2,1,1,1,4,1,0,38,4,11,18,9,2,38,1,0,0.0,1,100.0,15,35,4,0,0,0,1,1,20,1,0,0,0,3,1,1,0,1,0,0,0,0,1,8,7,53.3,Midfielders,0.5
Declan Rice,41,eng ENG,"CM,DM",23-355,90,0,0,0,0,3,0,0,0,39,0,3,1,0.1,0.1,0.0,1,0,23,30,76.7,3,18,0,1,1,7c21e445,068406dc,1c7012b8,5bfb9659,2,7c21e445,2,23,30,76.7,532,100,8,10,80.0,8,9,88.9,7,9,77.8,0,0.0,0.0,1,4,0,0,3,30,29,1,1,0,2,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,1,0.0,1,1,0,1,3,3,2,0,39,2,6,26,7,0,39,1,1,100.0,0,0.0,18,66,14,0,0,0,1,0,17,0,0,0,0,0,1,0,0,3,0,0,0,0,9,0,3,0.0,Midfielders,0.5
Lucas Paqueta,11,br BRA,"RM,AM",25-130,79,1,0,1,1,4,0,0,0,45,3,1,1,1.0,0.2,0.1,2,0,22,32,68.8,5,23,0,1,0,7c21e445,068406dc,9b6f7fd5,5bfb9659,2,7c21e445,2,22,32,68.8,348,89,10,13,76.9,9,11,81.8,2,3,66.7,0,0.1,0.1,1,1,2,1,5,32,27,4,2,2,0,1,0,0,0,0,0,22,1,1,3,1,1,1,1,0,1,0.0,1,1,0,1,1,4,1,0,45,1,6,18,21,3,44,1,0,0.0,1,100.0,23,84,31,0,0,0,1,1,22,2,0,0,0,3,2,0,1,1,1,0,0,0,4,3,2,60.0,Midfielders,0.5
Said Benrahma,22,dz ALG,LW,27-147,11,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,5,3,0,0,7c21e445,068406dc,5a04fd92,5bfb9659,2,7c21e445,2,2,3,66.7,11,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,7,0,1,2,4,1,7,0,0,,0,,5,54,38,3,0,1,2,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Forward,0.5
Thilo Kehrer,24,de GER,"LB,RB",26-105,90,0,0,0,0,1,0,0,0,50,1,0,2,0.1,0.1,0.0,3,0,24,40,60.0,1,18,1,2,1,7c21e445,068406dc,51dbeea9,5bfb9659,2,7c21e445,2,24,40,60.0,363,215,14,20,70.0,8,14,57.1,2,3,66.7,0,0.0,0.0,0,3,0,0,1,40,27,13,0,0,0,3,13,0,0,0,0,24,0,2,1,1,0,0,1,0,1,0.0,1,2,1,1,0,1,3,0,50,5,10,29,11,1,50,2,1,50.0,1,50.0,18,45,16,1,0,0,0,0,20,0,0,0,0,3,0,0,3,0,1,0,0,0,3,3,2,60.0,Defenders,0.5
Nayef Aguerd,27,ma MAR,CB,26-280,90,0,0,0,0,0,0,1,0,32,2,0,0,0.0,0.0,0.0,0,0,13,28,46.4,0,10,0,0,0,7c21e445,068406dc,288e1e13,5bfb9659,2,7c21e445,2,13,28,46.4,196,85,6,9,66.7,7,14,50.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0,28,27,1,1,0,0,0,0,0,0,0,0,13,0,0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,2,0,32,3,16,16,0,0,32,0,0,,0,,10,31,0,0,0,0,0,0,12,0,1,0,0,1,0,1,0,0,1,0,0,0,1,2,1,66.7,Defenders,0.5
Craig Dawson,15,eng ENG,CB,32-243,90,0,0,0,0,0,0,0,0,27,1,1,1,0.0,0.0,0.0,1,0,14,22,63.6,1,11,0,0,0,7c21e445,068406dc,3e9e06cb,5bfb9659,2,7c21e445,2,14,22,63.6,264,116,4,6,66.7,8,8,100.0,2,7,28.6,0,0.0,0.0,0,1,0,0,1,22,20,1,1,0,0,0,0,0,0,0,0,14,1,0,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0,27,4,17,9,1,0,27,0,0,,0,,11,26,3,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,,Defenders,0.5
Vladimir Coufal,5,cz CZE,RB,30-135,67,0,0,0,0,1,0,0,0,50,5,2,1,0.0,0.0,0.0,0,0,21,37,56.8,1,16,1,2,0,7c21e445,068406dc,fdf3cb77,5bfb9659,2,7c21e445,2,21,37,56.8,287,144,15,18,83.3,4,11,36.4,1,5,20.0,0,0.0,0.0,0,1,0,0,1,37,25,11,1,0,0,3,10,0,0,0,0,21,1,1,5,3,1,2,2,2,2,100.0,0,1,0,1,2,7,2,0,50,3,10,21,19,0,50,2,0,0.0,2,100.0,16,57,33,1,1,0,1,1,17,2,0,0,0,0,1,0,3,2,3,0,0,0,6,1,1,50.0,Defenders,0.5
Aaron Cresswell,3,eng ENG,LB,33-020,23,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,1,0,7,11,63.6,2,6,2,0,0,7c21e445,068406dc,4f974391,5bfb9659,2,7c21e445,2,7,11,63.6,137,73,1,1,100.0,5,6,83.3,1,3,33.3,0,0.0,0.0,0,2,0,0,2,11,8,3,1,0,0,2,2,0,0,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,13,0,3,6,4,0,13,0,0,,0,,6,69,40,2,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0.0,Defenders,0.5
Ollie Watkins,11,eng ENG,FW,27-005,65,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,5,0,2,0,8602292d,895a1c1f,aed3a70f,8602292d,1,8cec06e1,1,2,4,50.0,18,2,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,12,3,4,5,4,1,12,2,0,0.0,2,100.0,5,17,2,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Forward,0.5
Danny Ings,9,eng ENG,FW,30-165,25,1,0,0,0,1,1,0,0,8,0,0,2,0.5,0.5,0.8,2,0,1,3,33.3,0,5,2,1,1,8602292d,895a1c1f,07802f7f,8602292d,1,8cec06e1,1,1,3,33.3,55,50,0,0,,0,1,0.0,1,2,50.0,0,0.8,0.2,1,1,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,2,1,1,0,0,1,0,8,2,2,3,3,1,8,1,1,100.0,0,0.0,5,32,19,2,0,1,1,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0,Forward,0.5
Leon Bailey,31,jm JAM,"RW,FW",25-148,90,0,0,0,0,4,0,0,0,48,0,0,1,1.0,1.0,0.1,8,0,28,35,80.0,3,35,7,9,3,8602292d,895a1c1f,3a233281,8602292d,1,8cec06e1,1,28,35,80.0,489,105,14,16,87.5,7,8,87.5,5,7,71.4,0,0.1,0.1,3,3,2,2,3,35,30,5,0,0,1,6,1,3,2,0,0,28,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,48,0,4,13,32,6,48,9,3,33.3,5,55.6,35,300,139,7,1,4,0,6,37,15,0,0,0,0,3,1,6,0,0,0,0,0,3,0,0,,Forward,0.5
Emi Buendia,10,ar ARG,"AM,LM",26-010,90,0,0,0,0,3,0,0,0,51,3,1,0,0.1,0.1,0.0,1,0,33,41,80.5,2,32,1,2,1,8602292d,895a1c1f,66b76d44,8602292d,1,8cec06e1,1,33,41,80.5,561,78,17,19,89.5,14,17,82.4,2,2,100.0,0,0.0,0.0,0,3,0,0,2,41,39,2,0,0,1,2,0,1,0,0,1,33,0,3,3,1,1,1,1,0,0,,0,0,0,0,1,4,0,0,51,1,10,17,24,2,51,2,1,50.0,1,50.0,32,147,73,1,0,1,1,3,33,8,0,0,0,2,0,0,2,1,1,0,0,0,6,2,2,50.0,Midfielders,0.5
Douglas Luiz,6,br BRA,"CM,DM",24-240,66,0,0,0,0,0,0,0,0,43,1,0,0,0.0,0.0,0.1,1,0,34,39,87.2,3,26,2,0,0,8602292d,895a1c1f,6f7d826d,8602292d,1,8cec06e1,1,34,39,87.2,613,84,15,16,93.8,14,15,93.3,4,7,57.1,0,0.1,0.0,1,1,2,0,3,39,33,6,4,0,0,1,1,1,0,1,0,34,0,0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,43,0,11,24,8,0,43,0,0,,0,,26,134,41,2,1,0,1,2,31,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0,Midfielders,0.5
Leander Dendoncker,32,be BEL,DM,27-264,24,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.1,3,0,11,12,91.7,0,4,0,0,0,8602292d,895a1c1f,5a7301ae,8602292d,1,8cec06e1,1,11,12,91.7,182,22,7,7,100.0,3,3,100.0,1,2,50.0,0,0.1,0.0,3,1,0,0,0,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,13,0,2,6,5,1,13,0,0,,0,,4,19,8,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50.0,Midfielders,0.5
Boubacar Kamara,44,fr FRA,"DM,CM",23-042,90,0,0,0,0,1,0,0,0,47,0,0,1,0.0,0.0,0.0,0,0,37,42,88.1,7,33,2,2,0,8602292d,895a1c1f,cc77354e,8602292d,1,8cec06e1,1,37,42,88.1,639,250,18,19,94.7,11,11,100.0,6,6,100.0,0,0.0,0.0,0,3,0,0,7,42,42,0,0,0,0,0,0,0,0,0,0,37,0,4,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,47,2,8,25,15,0,47,2,0,0.0,2,100.0,33,180,91,2,1,0,0,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Midfielders,0.5
Matty Cash,2,pl POL,"RB,RM",25-150,90,0,0,0,0,1,0,0,0,85,3,2,5,0.0,0.0,0.0,5,0,60,71,84.5,15,50,2,1,0,8602292d,895a1c1f,2389cdc2,8602292d,1,8cec06e1,1,60,71,84.5,1054,355,25,27,92.6,31,36,86.1,4,8,50.0,0,0.0,0.1,0,10,2,1,15,71,67,4,1,0,1,5,3,0,0,0,0,60,0,0,3,2,3,0,0,2,4,50.0,2,5,1,4,2,5,2,0,85,4,18,40,28,0,85,1,0,0.0,0,0.0,50,237,154,2,5,0,1,0,54,3,0,0,0,1,0,0,5,2,2,0,0,0,1,3,0,100.0,Defenders,0.5
Lucas Digne,27,fr FRA,LB,29-168,66,0,0,0,0,1,1,0,0,53,0,1,1,0.0,0.0,0.0,0,0,30,46,65.2,1,24,1,1,0,8602292d,895a1c1f,1b84dbe1,8602292d,1,8cec06e1,1,30,46,65.2,454,82,18,23,78.3,11,14,78.6,1,6,16.7,0,0.0,0.0,0,0,1,0,1,46,34,12,2,0,0,8,10,0,0,0,0,30,0,2,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,53,1,12,16,25,3,53,1,0,0.0,0,0.0,24,129,61,1,0,0,2,0,32,11,0,0,0,0,1,0,8,1,0,0,0,0,4,1,3,25.0,Defenders,0.5
Ludwig Augustinsson,17,se SWE,LB,28-258,24,0,0,0,0,2,1,0,0,22,0,0,0,0.1,0.1,0.0,0,0,12,19,63.2,0,20,0,0,0,8602292d,895a1c1f,9fec8860,8602292d,1,8cec06e1,1,12,19,63.2,180,58,6,7,85.7,6,8,75.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,19,18,1,0,0,0,4,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,0,5,5,12,2,22,0,0,,0,,20,154,18,0,2,0,0,0,17,3,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,,Defenders,0.5
Tyrone Mings,5,eng ENG,CB,29-297,90,0,1,0,0,0,0,0,0,89,0,2,0,0.0,0.0,0.5,1,1,71,81,87.7,10,65,2,1,0,8602292d,895a1c1f,8397a50c,8602292d,1,8cec06e1,1,71,81,87.7,1617,519,15,15,100.0,44,47,93.6,12,18,66.7,1,0.5,0.2,1,15,0,0,10,81,78,3,2,1,3,1,1,0,0,0,0,71,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,89,11,36,49,4,0,89,1,0,0.0,0,0.0,65,395,264,2,0,0,0,0,69,1,0,0,0,0,2,0,1,2,0,0,0,0,8,1,2,33.3,Defenders,0.5
Ezri Konsa,4,eng ENG,CB,25-073,90,0,0,0,0,0,0,0,0,78,1,0,1,0.0,0.0,0.0,1,1,63,70,90.0,2,57,2,1,1,8602292d,895a1c1f,0313a347,8602292d,1,8cec06e1,1,63,70,90.0,1224,251,13,15,86.7,47,49,95.9,2,4,50.0,0,0.0,0.0,0,7,0,0,2,70,68,1,1,0,0,1,0,0,0,0,0,63,1,0,1,0,1,0,0,0,0,,0,1,0,1,0,1,4,0,78,8,28,46,4,0,78,1,1,100.0,0,0.0,57,259,145,2,1,0,1,0,56,1,0,0,0,0,1,0,1,0,0,0,0,0,6,0,2,0.0,Defenders,0.5
Ashley Young,18,eng ENG,RB,37-179,45,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,2,0,29,34,85.3,3,29,0,2,0,8602292d,895a1c1f,be927d03,8602292d,1,8cec06e1,1,29,34,85.3,634,239,11,12,91.7,12,13,92.3,6,9,66.7,0,0.0,0.0,0,3,1,1,3,34,30,4,3,0,1,2,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,35,0,6,21,9,0,35,2,0,0.0,1,50.0,29,124,83,0,1,0,0,0,27,0,0,0,0,0,2,0,2,0,0,0,0,0,5,0,0,,Defenders,0.5
Philippe Coutinho,23,br BRA,LW,30-206,45,0,0,0,0,0,0,1,0,29,2,0,0,0.0,0.0,0.0,0,0,19,23,82.6,4,17,1,1,0,8602292d,895a1c1f,0ef89a37,8602292d,1,8cec06e1,1,19,23,82.6,272,70,11,12,91.7,6,7,85.7,1,2,50.0,0,0.0,0.0,0,2,0,0,4,23,20,3,0,0,0,1,1,2,1,0,0,19,0,0,2,1,0,0,2,1,1,100.0,0,0,0,0,0,2,0,0,29,0,1,12,16,3,29,1,0,0.0,1,100.0,17,61,28,1,1,1,2,3,21,4,1,0,0,2,0,0,1,0,1,0,0,0,1,0,2,0.0,Forward,0.5
Diego Costa,29,es ESP,FW,34-089,65,0,0,0,0,2,0,1,0,19,1,0,1,0.2,0.2,0.0,0,0,11,14,78.6,1,7,0,0,0,8cec06e1,895a1c1f,a190d597,8602292d,1,8cec06e1,1,11,14,78.6,112,17,7,7,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,14,13,1,0,0,0,2,0,0,0,0,0,11,0,3,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0,19,1,4,8,8,1,19,0,0,,0,,7,66,8,0,0,0,1,0,9,3,1,0,0,3,0,1,2,0,0,0,0,0,4,1,0,100.0,Forward,0.5
Matheus Cunha,12,br BRA,FW,23-222,25,0,0,0,0,1,0,0,0,16,1,0,4,0.1,0.1,0.0,1,0,3,4,75.0,0,4,0,1,0,8cec06e1,895a1c1f,dc62b55d,8602292d,1,8cec06e1,1,3,4,75.0,31,7,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,100.0,0,4,1,3,0,1,2,0,16,2,6,3,7,3,16,1,0,0.0,1,100.0,4,29,10,0,0,0,2,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,50.0,Forward,0.5
Daniel Podence,10,pt POR,LW,27-075,45,1,0,0,0,1,1,0,0,24,3,0,0,0.0,0.0,0.0,1,1,14,21,66.7,2,11,2,1,1,8cec06e1,895a1c1f,7fcc71d8,8602292d,1,8cec06e1,1,14,21,66.7,367,56,3,6,50.0,6,7,85.7,4,7,57.1,0,0.0,0.0,0,1,0,0,2,21,17,4,0,1,1,6,0,4,3,1,0,14,0,0,3,2,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0,24,0,4,6,14,2,24,1,1,100.0,0,0.0,11,72,42,2,0,0,0,0,12,4,0,0,0,1,0,0,6,0,2,0,0,0,3,0,0,,Forward,0.5
Adama Traore,37,es ESP,LW,26-344,45,0,0,0,0,1,0,0,0,12,1,0,0,0.1,0.1,0.0,0,0,6,8,75.0,1,7,3,0,0,8cec06e1,895a1c1f,9a28eba4,8602292d,1,8cec06e1,1,6,8,75.0,70,29,5,6,83.3,1,2,50.0,0,0,,0,0.0,0.0,0,0,1,0,1,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,12,0,3,7,3,2,12,0,0,,0,,7,94,66,3,1,2,2,0,9,2,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0,100.0,Forward,0.5
Hwang Hee-chan,11,kr KOR,RW,26-343,58,0,0,0,0,0,0,1,0,22,1,0,1,0.0,0.0,0.0,0,0,11,12,91.7,1,16,3,2,1,8cec06e1,895a1c1f,169fd162,8602292d,1,8cec06e1,1,11,12,91.7,195,14,6,7,85.7,3,3,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,1,12,12,0,0,0,0,1,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,22,1,4,11,8,0,22,2,1,50.0,0,0.0,16,129,57,3,0,0,1,2,14,2,1,0,0,2,2,0,1,0,0,0,0,0,3,0,1,0.0,Forward,0.5
Rayan Ait-Nouri,3,dz ALG,RW,21-212,32,0,0,0,0,1,1,0,0,21,3,2,0,0.1,0.1,0.0,3,0,10,12,83.3,1,8,1,2,2,8cec06e1,895a1c1f,9b398aea,8602292d,1,8cec06e1,1,10,12,83.3,133,60,7,7,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,12,10,2,0,0,0,0,2,0,0,0,0,10,0,1,3,2,3,0,0,2,4,50.0,2,0,0,0,2,5,2,0,21,2,9,4,8,1,21,2,2,100.0,0,0.0,8,106,65,1,1,1,1,1,11,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0.0,Forward,0.5
Joao Moutinho,28,pt POR,AM,36-118,58,0,1,0,0,0,0,0,0,33,1,0,0,0.0,0.0,0.1,2,1,21,30,70.0,2,11,0,0,0,8cec06e1,895a1c1f,f5a00fa4,8602292d,1,8cec06e1,1,21,30,70.0,414,128,7,9,77.8,11,13,84.6,3,5,60.0,1,0.1,0.0,2,2,1,0,2,30,24,4,2,0,0,4,0,2,0,1,0,21,2,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,33,1,4,17,12,0,33,0,0,,0,,11,26,13,0,0,0,1,0,19,2,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,,Midfielders,0.5
Joseph Hodge,59,ie IRL,AM,20-112,32,0,0,0,0,0,0,0,0,16,0,0,1,0.0,0.0,0.1,2,0,9,12,75.0,1,8,1,0,0,8cec06e1,895a1c1f,bd8a5d95,8602292d,1,8cec06e1,1,9,12,75.0,224,114,5,5,100.0,1,2,50.0,3,3,100.0,0,0.1,0.0,1,2,0,0,1,12,11,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,16,2,4,8,4,0,16,0,0,,0,,8,45,20,1,1,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Midfielders,0.5
Matheus Nunes,27,pt POR,DM,24-130,90,0,0,0,0,3,1,0,0,43,3,0,0,0.5,0.5,0.2,4,0,30,34,88.2,2,32,2,2,0,8cec06e1,895a1c1f,e6af02e0,8602292d,1,8cec06e1,1,30,34,88.2,697,146,12,13,92.3,9,10,90.0,9,11,81.8,0,0.2,0.2,2,4,0,0,2,34,32,2,0,0,4,2,0,2,1,1,0,30,0,0,3,2,1,2,0,1,1,100.0,0,0,0,0,0,3,0,0,43,0,15,19,11,2,43,2,0,0.0,2,100.0,32,272,141,2,2,1,1,0,31,2,0,0,0,2,2,0,2,0,2,0,0,0,8,0,1,0.0,Midfielders,0.5
Ruben Neves,8,pt POR,DM,25-297,90,0,0,0,0,0,0,0,0,66,3,1,1,0.0,0.0,0.1,2,0,42,57,73.7,8,32,0,0,0,8cec06e1,895a1c1f,44bfb6c5,8602292d,1,8cec06e1,1,42,57,73.7,926,258,12,14,85.7,24,30,80.0,6,9,66.7,0,0.1,0.0,2,5,0,0,8,57,53,4,4,0,2,1,0,0,0,0,0,42,0,3,3,3,1,1,1,0,1,0.0,1,1,0,1,1,4,6,0,66,6,31,27,10,0,66,0,0,,0,,32,172,76,0,0,0,0,0,39,0,0,0,0,1,0,0,1,1,3,0,0,0,9,1,0,100.0,Midfielders,0.5
Hugo Bueno,64,es ESP,LB,20-108,78,0,0,0,0,0,0,0,0,55,5,2,1,0.0,0.0,0.0,0,0,32,43,74.4,2,28,2,1,0,8cec06e1,895a1c1f,bfc3b3a0,8602292d,1,8cec06e1,1,32,43,74.4,458,164,20,21,95.2,10,15,66.7,2,2,100.0,0,0.0,0.0,0,2,0,0,2,43,36,7,1,0,0,3,6,0,0,0,0,32,0,3,5,2,3,0,2,2,2,100.0,0,1,0,1,2,7,3,0,55,8,26,14,15,1,55,1,0,0.0,1,100.0,28,224,49,2,2,1,1,0,32,1,0,0,0,0,0,0,3,2,2,0,0,0,4,0,0,,Defenders,0.5
Toti Gomes,24,pt POR,LB,23-353,12,0,0,0,0,0,0,0,0,6,0,0,2,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,8cec06e1,895a1c1f,f0caab96,8602292d,1,8cec06e1,1,3,3,100.0,82,7,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,1,0,6,2,5,1,0,0,6,0,0,,0,,2,14,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Defenders,0.5
Max Kilman,23,eng ENG,CB,25-226,90,0,0,0,0,1,0,1,0,74,3,0,2,0.0,0.0,0.0,0,0,46,55,83.6,1,42,0,0,0,8cec06e1,895a1c1f,d0f72bf1,8602292d,1,8cec06e1,1,46,55,83.6,897,355,18,19,94.7,24,25,96.0,3,10,30.0,0,0.0,0.0,0,2,0,0,1,55,55,0,0,0,2,0,0,0,0,0,0,46,0,0,3,3,3,0,0,2,3,66.7,1,2,2,0,0,3,11,0,74,17,54,18,2,2,74,0,0,,0,,42,203,108,0,0,0,0,0,51,0,1,0,0,1,0,0,0,0,3,0,0,0,3,1,2,33.3,Defenders,0.5
Nathan Collins,4,ie IRL,CB,21-249,90,0,0,0,0,0,0,0,0,61,1,0,1,0.0,0.0,0.0,1,0,49,53,92.5,0,37,0,0,0,8cec06e1,895a1c1f,a8c19eb8,8602292d,1,8cec06e1,1,49,53,92.5,1146,371,9,9,100.0,29,29,100.0,10,13,76.9,0,0.0,0.0,0,2,0,0,0,53,51,1,0,0,1,0,1,0,0,0,0,49,1,0,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,5,0,61,7,40,18,3,1,61,0,0,,0,,37,164,78,0,0,0,0,0,47,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,100.0,Defenders,0.5
